net,length_um
clknet_3_7_0_i_clk,106.9
_05069_,106.84
_05802_,106.76
_07089_,106.76
_04344_,106.62
_04812_,106.6
_04465_,106.42
_04654_,106.38
_07129_,106.33
_06983_,106.22
net73,105.95
_04155_,105.87
_07947_,105.86
_06750_,105.84
clknet_leaf_67_i_clk,105.72
blkProj14999_7.blk4000_70.o_Data\[24\],105.7
_05218_,105.44
_05199_,105.4
_04490_,105.37
clknet_leaf_141_i_clk,105.26
_06994_,105.06
_04821_,105
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[47\],104.9
_04424_,104.74
_07219_,104.38
clknet_leaf_0_i_clk,104.36
_03847_,104.24
clknet_leaf_125_i_clk,104.21
clknet_leaf_90_i_clk,104.2
clknet_leaf_73_i_clk,104.1
_05267_,104.04
blkProj14999_7.blk3994_49.rs1_data_o\[14\],104.02
_05926_,103.92
_04769_,103.89
_06806_,103.88
_04117_,103.82
_05778_,103.74
_04958_,103.72
blkProj14999_7.blk4000_70.o_Data\[23\],103.715
clknet_leaf_59_i_clk,103.55
_04822_,103.52
clknet_leaf_168_i_clk,103.32
_03547_,102.96
clknet_leaf_179_i_clk,102.74
clknet_leaf_150_i_clk,102.68
_03505_,102.56
clknet_leaf_86_i_clk,102.54
_05460_,102.32
_04304_,102.245
_06464_,102.16
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[11\],102.16
_03756_,102.1
_03447_,101.87
clknet_leaf_169_i_clk,101.82
_03922_,101.64
blkProj14999_7.blkProj14963_55.blk1779_46.A\[18\],101.59
_05949_,101.55
_04111_,101.305
blkProj14999_7.blkProj14963_55.blk1779_46.A\[24\],101.23
blkProj14999_7.blkProj14963_55.blk1779_46.A\[5\],101.2
_05861_,101.035
_07531_,100.98
_04771_,100.92
_08327_,100.895
_03855_,100.7
_04218_,100.655
clknet_3_3_0_i_clk,100.62
_00981_,100.55
_06984_,100.55
_04594_,100.5
_00950_,100.49
_04797_,100.42
net452,100.34
_04385_,100.02
_04993_,99.98
clknet_leaf_37_i_clk,99.96
_05521_,99.955
_04575_,99.8
_07167_,99.7
net440,99.62
_06437_,99.56
blkProj14999_7.blk3989_105.MULT\[25\],99.54
_06970_,99.415
_07241_,99.17
clknet_leaf_130_i_clk,99.17
blkProj14999_7.blkProj14963_55.blk1779_46.A\[13\],99.025
clknet_leaf_62_i_clk,98.98
_07151_,98.84
clknet_leaf_41_i_clk,98.8
_04410_,98.78
_06966_,98.55
_03947_,98.3
_07314_,98.3
_04398_,98.16
_03848_,98.14
_06236_,98.12
_05908_,98.1
_06985_,97.89
_04164_,97.76
_05776_,97.68
clknet_leaf_157_i_clk,97.68
_06852_,97.6
_05088_,97.47
_06928_,97.46
clknet_leaf_56_i_clk,97.44
_04119_,97.3
_04177_,97.3
_07683_,97.3
_04801_,97.29
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[59\],97.26
_06769_,97.22
clknet_leaf_151_i_clk,97.18
clknet_leaf_40_i_clk,97.16
_05486_,96.94
_03788_,96.87
_07173_,96.81
_07238_,96.78
_07984_,96.78
_05840_,96.45
_05877_,96.42
_04113_,96.3
_08321_,96.22
_03238_,96.21
_05977_,96.1
clknet_leaf_91_i_clk,96.04
_04451_,95.92
_08397_,95.72
_03565_,95.425
_07131_,95.38
_04202_,94.96
clknet_leaf_32_i_clk,94.96
_07127_,94.82
_04621_,94.78
clknet_leaf_60_i_clk,94.76
clknet_leaf_102_i_clk,94.46
_07172_,94.42
_07682_,94.3
clknet_leaf_44_i_clk,94.22
_05358_,94.16
_08229_,94.08
clknet_leaf_154_i_clk,94.08
_04763_,93.92
_04161_,93.855
blkProj14999_7.blk3989_105.MULT\[24\],93.8
_05104_,93.72
blkProj14999_7.blk2116_47.r_Registers\[30\]\[31\],93.72
_04334_,93.68
clknet_leaf_106_i_clk,93.58
clknet_leaf_145_i_clk,93.46
clknet_leaf_57_i_clk,93.4
_06829_,93.26
_05909_,93.215
_05142_,93.2
_07016_,93.07
_06787_,93.05
_03930_,93.04
_04657_,92.86
_06789_,92.68
_04770_,92.66
_04615_,92.56
_07111_,92.5
clknet_leaf_6_i_clk,92.44
_07317_,92.42
_05354_,92.41
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[13\],92.36
_06802_,92.34
_06793_,92.24
clknet_leaf_3_i_clk,92.16
net90,92.06
_05161_,92.04
clknet_leaf_65_i_clk,92.04
_08120_,92
_07257_,91.72
_06917_,91.49
_05145_,91.38
clknet_leaf_34_i_clk,91.38
_05180_,91.32
_06707_,91.3
_06937_,91.26
_06098_,91.2
blkProj14999_7.blk3994_49.rs1_data_o\[16\],91.08
_04786_,90.9
_04496_,90.8
_06662_,90.71
_07336_,90.67
_07359_,90.67
_04754_,90.62
clknet_leaf_85_i_clk,90.6
_05066_,90.36
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[0\],90.235
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[1\],90.2
_03346_,90.11
_08300_,90.02
_04792_,89.82
clknet_leaf_75_i_clk,89.82
clknet_leaf_71_i_clk,89.78
_03667_,89.64
clknet_leaf_24_i_clk,89.56
_06960_,89.54
_03926_,89.5
_07333_,89.42
_06177_,89.16
_05851_,88.96
_05502_,88.92
_05107_,88.9
_06484_,88.88
clknet_leaf_170_i_clk,88.82
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[34\],88.75
_04143_,88.72
_03993_,88.66
_07147_,88.46
_04939_,88.44
_04216_,88.4
_05450_,88.36
_07298_,88.32
_04532_,88.28
clknet_leaf_17_i_clk,88.275
clknet_leaf_43_i_clk,88.14
_05421_,88.02
_04793_,87.93
_04974_,87.92
_08243_,87.8
_08226_,87.675
clknet_leaf_146_i_clk,87.58
_03550_,87.515
_04386_,87.4
_06632_,87.4
net87,87.4
_03473_,87.38
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[14\],87.26
blkProj14999_7.blkProj14963_55.blk1779_46.A\[14\],87.23
_04427_,86.84
_06871_,86.8
_05085_,86.78
_04630_,86.72
_04750_,86.68
clknet_leaf_14_i_clk,86.68
_06631_,86.58
_03860_,86.54
_03450_,86.51
_03451_,86.45
_06791_,86.32
_05277_,86.31
_05102_,86.06
_05123_,86.06
clknet_leaf_156_i_clk,85.835
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[9\],85.78
_04172_,85.565
_06783_,85.56
_04636_,85.5
_04680_,85.5
_03850_,85.48
_04401_,85.455
_04825_,85.44
_07274_,85.36
clknet_leaf_5_i_clk,85.36
_06509_,85.18
clknet_leaf_35_i_clk,85.18
blkProj14999_7.blkProj14963_55.blk1779_46.A\[15\],85.12
clknet_leaf_87_i_clk,85.06
_05164_,85.02
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[49\],84.86
clknet_leaf_185_i_clk,84.74
_04787_,84.72
_04863_,84.68
_05390_,84.64
clknet_leaf_137_i_clk,84.64
clknet_leaf_103_i_clk,84.62
_04840_,84.43
blkProj14999_7.blk4000_70.o_Data\[26\],84.36
_07938_,84.355
_05300_,84.32
_06965_,84.3
_05278_,84.275
_04737_,84.24
_04844_,84.2
clknet_leaf_79_i_clk,83.885
_05183_,83.76
_07295_,83.68
_07352_,83.68
_05971_,83.57
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[32\],83.54
_04137_,83.48
net226,83.48
_06337_,83.44
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[22\],83.44
_06959_,83.42
blkProj14999_7.blk2116_47.r_Registers\[10\]\[11\],83.28
_05890_,83.18
_06864_,82.96
clknet_leaf_47_i_clk,82.88
clknet_leaf_4_i_clk,82.83
clknet_leaf_89_i_clk,82.82
clknet_leaf_176_i_clk,82.78
_03599_,82.68
_03460_,82.62
clknet_leaf_83_i_clk,82.6
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[16\],82.56
_04494_,82.53
_05187_,82.46
_05770_,82.435
_04322_,82.34
clknet_leaf_123_i_clk,82.34
_05294_,82.335
_06770_,82.3
_04361_,82.23
clknet_leaf_163_i_clk,82.2
_06848_,82.16
_04483_,82.14
_05352_,81.98
_04744_,81.96
_06249_,81.9
_04619_,81.66
_05126_,81.56
blkProj14999_7.blk2116_47.r_Registers\[21\]\[18\],81.52
clknet_leaf_22_i_clk,81.5
clknet_leaf_11_i_clk,81.48
_03443_,81.31
_07996_,81.26
_06546_,81.24
blkProj14999_7.blkProj14963_55.blk1779_46.A\[12\],81.03
clknet_leaf_167_i_clk,81.025
_03999_,81.02
_06845_,81.02
_05422_,81
_07296_,80.96
_06671_,80.82
_03924_,80.78
_03857_,80.68
_04468_,80.56
blkProj14999_7.blk4000_70.o_Data\[30\],80.46
_04462_,80.28
_06826_,80.18
_04692_,80.12
_03963_,79.94
_04955_,79.92
blkProj14999_7.blk3994_49.rs1_data_o\[18\],79.87
blkProj14999_7.blkProj14963_55.blk1779_46.A\[28\],79.86
blkProj14999_7.blk4000_70.o_Data\[22\],79.675
_04363_,79.64
_04768_,79.6
_08329_,79.58
_07277_,79.44
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[8\],79.42
_05351_,79.175
_06459_,78.95
_07035_,78.9
_05868_,78.72
_03900_,78.62
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[33\],78.61
_08158_,78.54
clknet_leaf_26_i_clk,78.52
_04331_,78.32
_04204_,78.3
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[16\],78.19
_04480_,78.06
_04283_,78.04
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[17\],78.02
clknet_leaf_46_i_clk,78
clknet_leaf_115_i_clk,77.94
_04298_,77.92
_04695_,77.88
clknet_leaf_144_i_clk,77.88
_06890_,77.74
clknet_leaf_175_i_clk,77.72
_05639_,77.56
_04269_,77.44
_05939_,77.31
_08350_,77.12
_08063_,77.06
_07222_,77.04
_03932_,76.94
_03475_,76.92
clknet_leaf_98_i_clk,76.92
_04105_,76.895
clknet_leaf_15_i_clk,76.77
_04676_,76.64
blkProj14999_7.blk3997_110.PC\[10\],76.36
_04699_,76.28
_08017_,76.24
clknet_leaf_80_i_clk,76.005
net313,75.98
_03570_,75.92
blkProj14999_7.blk2116_47.r_Registers\[1\]\[24\],75.92
clknet_leaf_110_i_clk,75.92
_05427_,75.9
_04673_,75.77
_08081_,75.68
_04611_,75.66
_06028_,75.65
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[50\],75.59
_05509_,75.52
_04486_,75.24
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[54\],75.22
clknet_leaf_119_i_clk,75.2
clknet_leaf_45_i_clk,75.19
_05479_,75.14
_04356_,75.035
clknet_leaf_121_i_clk,75
_04395_,74.78
clknet_leaf_63_i_clk,74.68
_08343_,74.6
_06126_,74.54
clknet_leaf_66_i_clk,74.54
_07896_,74.34
_08393_,74.34
blkProj14999_7.blk2116_47.r_Registers\[0\]\[31\],74.3
blkProj14999_7.blkProj14963_55.blk1779_46.A\[19\],74.28
_05578_,74.18
_06638_,74.18
_04749_,74.04
_08294_,74.02
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[55\],73.99
clknet_leaf_21_i_clk,73.97
_06950_,73.96
blkProj14999_7.blkProj14963_55.blk1779_46.A\[26\],73.92
_06687_,73.9
_08387_,73.86
_06531_,73.81
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[60\],73.76
_05469_,73.74
clknet_leaf_177_i_clk,73.7
_08132_,73.66
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[19\],73.44
_03859_,73.4
clknet_leaf_10_i_clk,73.38
blkProj14999_7.blkProj14963_55.blk1779_46.A\[11\],73.36
blkProj14523_5.blk4197_44.mult_done_i,73.3
_05947_,73.2
net309,73.2
_03439_,73.16
net84,72.96
_06997_,72.74
_06532_,72.71
_07012_,72.7
clknet_leaf_159_i_clk,72.54
net282,72.48
_05902_,72.46
_04340_,72.42
_03869_,72.36
_05315_,72.355
_03441_,72.24
_07293_,72.2
blkProj14999_7.blk2116_47.r_Registers\[12\]\[24\],72.18
clknet_leaf_104_i_clk,71.98
clknet_leaf_181_i_clk,71.74
_04602_,71.72
_03858_,71.69
clknet_leaf_172_i_clk,71.66
clknet_leaf_96_i_clk,71.655
_07092_,71.58
_05499_,71.54
blkProj14999_7.blkProj14963_55.blk1779_46.A\[29\],71.52
_06557_,71.48
clknet_leaf_1_i_clk,71.4
_08141_,71.37
_07258_,71.36
_08002_,71.32
clknet_leaf_36_i_clk,71.32
_06119_,71.28
_08346_,71.22
_08124_,71.18
_04616_,71.16
clknet_leaf_127_i_clk,71.05
_06159_,71.03
_05124_,71.02
_05290_,70.9
blkProj14999_7.blk2116_47.r_Registers\[21\]\[17\],70.775
_05614_,70.76
_03472_,70.72
_05742_,70.71
_03574_,70.69
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[12\],70.66
_06902_,70.64
_04404_,70.62
_03564_,70.58
_04112_,70.56
_06910_,70.56
_06193_,70.52
_06691_,70.5
_04501_,70.44
blkProj14999_7.blk2116_47.r_Registers\[0\]\[11\],70.38
_03567_,70.36
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[23\],70.315
clknet_leaf_88_i_clk,70.16
blkProj14999_7.blk2116_47.r_Registers\[1\]\[23\],70.12
_03986_,70.08
_06681_,69.96
_08051_,69.94
blkProj14999_7.blk2116_47.r_Registers\[29\]\[2\],69.86
_06810_,69.83
clknet_leaf_2_i_clk,69.78
_04920_,69.74
_05220_,69.6
clknet_leaf_147_i_clk,69.58
_07978_,69.52
_07990_,69.52
_04374_,69.51
_05318_,69.46
_08297_,69.3
_04367_,69.1
_04296_,69.08
_08015_,69.06
_08324_,69.02
_04506_,68.96
_06878_,68.96
_07366_,68.94
clknet_leaf_50_i_clk,68.9
_06774_,68.88
_04777_,68.86
_05317_,68.855
blkProj14999_7.blkProj14963_55.blk1779_46.A\[16\],68.8
_04388_,68.785
_03919_,68.76
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[61\],68.75
clknet_leaf_70_i_clk,68.7
_05493_,68.68
_03961_,68.62
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[58\],68.6
net256,68.52
_05105_,68.44
_05308_,68.44
_08087_,68.44
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[25\],68.435
_04135_,68.36
_07073_,68.36
_06883_,68.32
_04471_,68.23
_07088_,68.14
_03988_,68.12
_07226_,68.07
net261,68.06
_04484_,68.04
_04712_,68
_05259_,68
_05149_,67.94
_03444_,67.865
_04328_,67.82
_03912_,67.78
blkProj14999_7.blkProj14963_55.blk1779_46.A\[8\],67.74
_08045_,67.7
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[57\],67.68
_07966_,67.64
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[14\],67.64
blkProj14999_7.blk2116_47.r_Registers\[0\]\[1\],67.62
_06579_,67.5
_07283_,67.44
blkProj14999_7.blk2116_47.r_Registers\[23\]\[30\],67.44
_03566_,67.41
_03943_,67.36
_04678_,67.36
clknet_leaf_131_i_clk,67.34
net283,67.28
_08391_,67.16
_03569_,67.14
clknet_leaf_38_i_clk,67.14
_06867_,67.12
_05083_,67.1
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[18\],67.07
_04711_,67.06
clknet_leaf_99_i_clk,67.06
_04474_,67
_04981_,66.98
_04638_,66.92
_03945_,66.9
_04901_,66.9
_06033_,66.88
_08139_,66.88
_04179_,66.81
_08036_,66.6
_01310_,66.55
_08333_,66.53
clknet_leaf_78_i_clk,66.52
clknet_leaf_111_i_clk,66.46
_04516_,66.38
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[31\],66.34
_07239_,66.28
_06788_,66.1
_08057_,66.1
_07236_,66.06
_06176_,66.04
_01051_,66.01
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[52\],65.99
clknet_leaf_93_i_clk,65.98
_08438_,65.945
_04714_,65.94
_08173_,65.92
_04735_,65.8
clknet_leaf_7_i_clk,65.8
_04181_,65.76
_05054_,65.73
_04319_,65.7
_05064_,65.7
clknet_leaf_108_i_clk,65.7
_04419_,65.68
_08069_,65.64
_04882_,65.6
_05821_,65.56
_04378_,65.46
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[10\],65.44
_04992_,65.22
_06523_,65.22
_08075_,65.16
_05880_,65.1
_06133_,65.1
_06821_,65.1
_05194_,65.08
blkProj14999_7.blk4000_70.o_Data\[20\],65.075
_04820_,65.03
blkProj14999_7.blk3994_49.rs1_data_o\[1\],64.82
clknet_leaf_178_i_clk,64.82
_08027_,64.68
_05050_,64.64
blkProj14999_7.blk2116_47.r_Registers\[16\]\[17\],64.64
_04598_,64.58
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[20\],64.58
_05449_,64.56
clknet_leaf_30_i_clk,64.55
_04175_,64.5
_04511_,64.495
_04926_,64.48
clknet_leaf_135_i_clk,64.28
blkProj14999_7.blk2116_47.r_Registers\[1\]\[25\],64.26
_03904_,64.2
blkProj14999_7.blk4000_70.o_Data\[25\],64.18
clknet_leaf_8_i_clk,64.18
blkProj14999_7.blk3989_105.MULT\[12\],64.12
_07107_,64.1
_04325_,64.09
clknet_leaf_187_i_clk,64.02
_08020_,64
_05048_,63.98
_05111_,63.97
_07321_,63.92
_06135_,63.9
_07369_,63.85
blkProj14999_7.blk3994_49.rs1_data_o\[19\],63.82
_08030_,63.8
_08215_,63.74
blkProj14999_7.blkProj14963_55.blk1779_46.A\[22\],63.6
blkProj14999_7.blk2116_47.r_Registers\[1\]\[26\],63.48
_05179_,63.46
_06168_,63.43
_03526_,63.4
_04502_,63.32
_06269_,63.2
_06016_,63.16
clknet_leaf_100_i_clk,63.01
_04371_,62.94
_04668_,62.94
clknet_leaf_31_i_clk,62.94
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[13\],62.92
_05197_,62.84
blkProj14999_7.blk2116_47.r_Registers\[1\]\[22\],62.84
_04649_,62.66
clknet_leaf_25_i_clk,62.65
clknet_leaf_53_i_clk,62.58
_07868_,62.5
_06676_,62.475
_04337_,62.46
_07025_,62.42
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[9\],62.4
clknet_leaf_139_i_clk,62.4
_03612_,62.37
_06908_,62.34
_04859_,62.3
_04718_,62.28
net253,62.28
_06696_,62.275
_08009_,62.24
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[15\],62.16
_03503_,62.12
_07972_,62.06
blkProj14999_7.blk4000_70.o_Data\[27\],62.04
_07060_,61.98
_06922_,61.94
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[53\],61.9
_03955_,61.74
_06630_,61.635
_04730_,61.62
_06013_,61.6
_06840_,61.58
_05726_,61.44
_04184_,61.29
_07155_,61.15
_07054_,61
_06659_,60.98
_04697_,60.88
_07220_,60.8
_08339_,60.74
_04158_,60.63
_06869_,60.62
blkProj14999_7.blk3997_110.PC\[28\],60.62
_06859_,60.48
clknet_leaf_105_i_clk,60.42
_04687_,60.24
_04693_,60.24
_08039_,60.24
_04308_,60.22
_05092_,60.2
_03448_,60.18
_04935_,60.06
_08207_,60.06
_07355_,60.02
_04954_,59.96
_07069_,59.94
_04706_,59.86
_08033_,59.82
_06246_,59.76
clknet_leaf_16_i_clk,59.76
_04831_,59.7
_07087_,59.7
blkProj14999_7.blk3997_110.PC\[4\],59.68
_05314_,59.66
_06686_,59.62
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[56\],59.58
_05260_,59.56
_07331_,59.56
_08211_,59.54
_08219_,59.5
_04973_,59.48
clknet_leaf_124_i_clk,59.48
clknet_leaf_114_i_clk,59.44
_03573_,59.36
_06593_,59.2
_04392_,59.18
_07050_,59.16
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[30\],59.08
_06886_,59.06
_05296_,59
_04477_,58.9
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[11\],58.9
clknet_leaf_142_i_clk,58.82
_05917_,58.78
_04190_,58.67
_06294_,58.66
_07264_,58.58
_06942_,58.56
blkProj14999_7.blk3997_110.PC\[26\],58.48
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[7\],58.47
_03953_,58.46
blkProj14999_7.blkProj14963_55.blk1779_46.A\[31\],58.46
_05472_,58.19
_05519_,58.18
_04520_,58.1
_04521_,58.05
_08203_,58.04
_06807_,57.96
_07255_,57.94
_08048_,57.86
blkProj14999_7.blk2116_47.r_Registers\[15\]\[13\],57.8
_06926_,57.74
_07357_,57.64
_03914_,57.6
_07256_,57.55
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[15\],57.48
_06850_,57.42
_04752_,57.36
_05954_,57.3
_06036_,57.15
_03595_,57.08
_06059_,57.02
_05860_,57.015
_05271_,57
_05698_,57
clknet_leaf_28_i_clk,56.995
_05140_,56.98
_07351_,56.98
_04888_,56.94
_05067_,56.9
_03493_,56.84
_05771_,56.84
_06210_,56.68
_06313_,56.68
_04945_,56.56
_03494_,56.32
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[28\],56.275
_04897_,56.26
_06888_,56.18
_03965_,56.14
_07031_,56.06
_06092_,56.02
blkProj14999_7.blkProj14963_55.blk1779_46.A\[30\],55.98
clknet_leaf_82_i_clk,55.92
_05929_,55.86
_06165_,55.84
_07135_,55.84
_03631_,55.78
_06447_,55.72
clknet_leaf_122_i_clk,55.6
_04294_,55.58
_06930_,55.5
_04512_,55.485
_03949_,55.38
clknet_leaf_162_i_clk,55.32
_04635_,55.26
blkProj14999_7.blkProj14963_55.blk1779_46.A\[21\],55.26
_05327_,55.24
_07117_,55.24
_04266_,55.16
_06105_,55.14
blkProj14999_7.blk4000_70.o_Data\[29\],55.14
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[26\],55.13
_04716_,55.02
_05407_,54.96
blkProj14999_7.blk2116_47.r_Registers\[19\]\[13\],54.96
_05086_,54.78
_05757_,54.78
_07098_,54.68
_07312_,54.68
_08301_,54.6
blkProj14999_7.blk2116_47.r_Registers\[16\]\[14\],54.58
_03538_,54.54
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[52\],54.52
_06352_,54.48
_08012_,54.48
_03593_,54.46
_04640_,54.46
_07429_,54.34
clknet_leaf_12_i_clk,54.3
blkProj14999_7.blk4000_70.o_Data\[19\],54.18
_05316_,54.15
net196,53.92
_05121_,53.84
_05419_,53.82
_06272_,53.82
blkProj14999_7.blk2116_47.r_Registers\[6\]\[17\],53.82
_07146_,53.76
_06825_,53.66
_03559_,53.59
_03632_,53.54
_06695_,53.4
_05159_,53.3
_05185_,53.3
blkProj14999_7.blk4000_70.o_Data\[28\],53.2
blkProj14999_7.blk3994_49.rs1_data_o\[24\],53.14
blkProj14523_5.blk4197_44.state\[1\],53.06
_04878_,53.04
blkProj14999_7.blk2116_47.r_Registers\[19\]\[14\],53
_05453_,52.96
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[50\],52.85
_03615_,52.76
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[12\],52.76
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[23\],52.74
_08197_,52.72
_05524_,52.68
_07003_,52.61
blkProj14999_7.blk2116_47.r_Registers\[19\]\[17\],52.51
_05464_,52.5
_07604_,52.48
blkProj14999_7.blk2116_47.r_Registers\[13\]\[29\],52.46
_05061_,52.44
_05103_,52.38
_06568_,52.38
_08354_,52.38
blkProj14999_7.blk2116_47.r_Registers\[21\]\[15\],52.37
_04209_,52.34
_08292_,52.24
_04916_,52.16
_05130_,52.08
_05685_,52.08
_08005_,52.06
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[21\],52.02
_08016_,52
blkProj14999_7.blk3994_49.rs1_data_o\[28\],51.96
blkProj14999_7.blkProj14963_55.blk1779_46.A\[27\],51.96
_06329_,51.94
clknet_leaf_42_i_clk,51.88
clknet_leaf_140_i_clk,51.82
_06675_,51.8
_03500_,51.72
_04526_,51.66
_04285_,51.64
_06038_,51.56
_07315_,51.5
_06410_,51.48
clknet_leaf_19_i_clk,51.46
_05875_,51.44
_06690_,51.4
_06812_,51.38
_05731_,51.36
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[49\],51.3
_04157_,51.26
_05640_,51.26
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[21\],51.19
_03618_,50.94
_06433_,50.94
_05984_,50.895
_06844_,50.82
_03915_,50.81
_04005_,50.8
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[27\],50.8
_00491_,50.78
_05794_,50.74
_07233_,50.7
_04011_,50.68
_08110_,50.61
_06296_,50.595
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[5\],50.5
_08042_,50.44
net91,50.4
_05084_,50.36
clknet_leaf_180_i_clk,50.36
blkProj14999_7.blk3989_105.MULT\[6\],50.34
_06355_,50.3
_03868_,50.28
_06897_,50.28
_03663_,50.22
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[24\],50.17
_07166_,50.12
blkProj14999_7.blk3994_49.rs1_data_o\[23\],50.04
blkProj14999_7.blk2116_47.r_Registers\[23\]\[27\],49.96
_05740_,49.91
_03582_,49.82
_05628_,49.82
_04207_,49.78
_03480_,49.77
_07508_,49.69
_03470_,49.58
blkProj14999_7.blk2116_47.r_Registers\[15\]\[18\],49.58
_05540_,49.54
_03902_,49.5
_04515_,49.47
_05287_,49.46
_05441_,49.435
_04273_,49.34
_06558_,49.26
blkProj14999_7.blk2116_47.r_Registers\[17\]\[15\],49.225
_03996_,49.22
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[48\],49.1
_03627_,48.94
_04600_,48.94
blkProj14999_7.blk2116_47.r_Registers\[11\]\[16\],48.92
_04187_,48.9
_05168_,48.82
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[0\],48.76
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[17\],48.72
_08140_,48.7
blkProj14999_7.blk2116_47.r_Registers\[6\]\[20\],48.68
blkProj14523_5.blk4197_44.state\[0\],48.66
_05859_,48.62
clknet_leaf_174_i_clk,48.62
_06993_,48.52
blkProj14999_7.blk2116_47.r_Registers\[16\]\[15\],48.48
_04152_,48.46
_08193_,48.46
blkProj14999_7.blk3997_110.PC\[5\],48.46
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[4\],48.44
clknet_leaf_48_i_clk,48.4
_03511_,48.38
blkProj14999_7.blk2116_47.r_Registers\[23\]\[28\],48.38
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[29\],48.38
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[5\],48.375
_08401_,48.365
blkProj14999_7.blk2116_47.r_Registers\[14\]\[22\],48.28
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[7\],48.22
_07946_,48.2
_07999_,48.14
blkProj14999_7.blk2116_47.r_Registers\[12\]\[16\],48.14
blkProj14999_7.blk4000_70.o_Data\[13\],48.12
clknet_leaf_134_i_clk,48.1
_06543_,48.02
_06968_,48.02
_06502_,47.98
blkProj14999_7.blk2116_47.r_Registers\[20\]\[25\],47.96
_04653_,47.9
_06064_,47.9
clknet_leaf_109_i_clk,47.86
blkProj14999_7.blk2116_47.r_Registers\[14\]\[14\],47.83
clknet_leaf_186_i_clk,47.78
_06155_,47.76
blkProj14999_7.blkProj14991_42.blk3979_4.accum\[6\],47.74
_07866_,47.67
_08130_,47.66
_06012_,47.64
_05943_,47.6
_03884_,47.56
_08985_,47.5
_04725_,47.44
blkProj14999_7.blk4000_70.o_Data\[12\],47.41
_04672_,47.32
_03950_,47.3
blkProj14999_7.blk3997_110.PC\[27\],47.28
_04691_,47.24
_06224_,47.24
_07126_,47.22
_03553_,47.12
_05457_,47.1
_07020_,47.1
clknet_leaf_112_i_clk,47.1
